Course Code,Course Name,2021 Round 1,2021 Round 2,2020 Round 1,2020 Round 2,2019 Round 1,2020 additional assessment,2019 additional assessment
MH208,Biological and Biomedical Sciences                ,543  ,    ,498,,451,False,False
MH209,Psychology (through Science) - 4 years            ,529  ,    ,498,,473,False,False
MH210,Pharmaceutical and Biomedical Chemistry           ,510  ,    ,487,,446,False,False
MH212,Science|Maths and Computer Science|Mathematics (wi,452  ,    443,422,,444,False,False
MH304,Engineering (Computer/Electronic/Communications)  ,351  ,    351,333,333,371,False,False
MH305,Product Design                                    ,326  ,    ,357,,358,False,False
MH306,Robotics and Intelligent Devices                  ,362  ,    ,361,,361,False,False
MH401,Finance (options)                                 ,370  ,    ,357,,352,False,False
MH402,Quantitative Finance                              ,476  ,    ,476,,476,False,False
MH403,Accounting and Finance                            ,424  ,    ,422,,402,False,False
MH404,Business (options)                                ,441  ,    ,430,,400,False,False
MH407,Business and Accounting                           ,423  ,    ,420,,401,False,False
MH411,Entrepreneurship                                  ,378  ,    ,371,,358,False,False
MH501,LLB Law - four year Single Major Law programme    ,507  ,    ,473,,451,False,False
MH502,Law (options)                                     ,465  ,    ,451,,410,False,False
MH601,Computer Science through Arts (options)           ,381  ,    ,352,,342,False,False
MH602,Computer Science through Science (options)        ,400  ,    ,351,,357,False,False
MH603,Computational Thinking                            ,520  ,    ,532,,520,False,False
MH801,Early Childhood - Teaching and Learning (part-time,0,0,327,,347,False,False
MH802,Community and Youth Work (part-time  in service)  ,     ,    ,,,,True,True
MH803,Local Studies/Community Studies (part-time  evenin,     ,    ,,,,True,True
AS001,Education  Home Economics and Biology - with concu,542  ,    533,510,,456,False,False
AS002,Education  Home Economics and Religious Ed - with ,464  ,    452,441,434,400,False,False
AS003,Education  Home Economics and Irish - with concurr,463 ,    457,440,440,421,False,False
AS051,Nutrition  Food and Business Management           ,378  ,    347,328,317,337,False,False
AS054,Home Economics                                    ,440 ,    419,408,398,387,False,False
AS110,General Nursing                                   ,440 ,    432,419,,391,False,False
AS130,Intellectual Disability Nursing                   ,387  ,    358,336,328,317,False,False
SG141,Business                                          ,262  ,    ,261,,252,False,False
SG145,Business and ICT                                  ,279  ,    ,,,,,False
SG146,Accounting                                        ,304  ,    ,309,,307,False,False
SG147,Sport with Business                               ,288  ,    ,307,,269,False,False
SG148,Tourism with Event Management                     ,298  ,    ,269,,246,False,False
SG150,Business in Marketing                             ,298  ,    ,,,,,False
SG241,Performing Arts                                   ,341  ,    ,328,,279,False,False
SG242,Early Childhood Care and Education                ,287  ,    ,279,,278,False,False
SG243,Social Care Practice                              ,309  ,    ,301,,297,False,False
SG244,Fine Art                                          ,501 ,    ,505,,355,True,True
SG245,Creative Design                                   ,332  ,    ,282,,261,False,False
SG246,Computing                                         ,316  ,    ,290,,295,False,False
SG247,English and Psychology                            ,319  ,    ,309,,308,False,False
SG248,Sociology and Politics                            ,298  ,    ,281,,282,False,False
SG249,Writing and Literature                            ,308  ,    ,297,,279,False,False
SG252,Software Development                              ,310  ,    ,307,,300,False,False
SG253,Computing in Computer Networks and Cyber Security ,336  ,    ,324,,273,False,False
SG254,Writing and Literature Online                     ,327  ,    ,225,225,,False,False
SG255,Law and Business                                  ,291  ,    ,,,,,False
SG341,General Engineering                               ,373  ,    ,,,,,False
SG342,Civil Engineering                                 ,418  ,    ,415,,,False,False
SG343,Quantity Surveying                                ,300  ,    ,311,,261,False,False
SG344,Mechanical Engineering                            ,412  ,    ,,,,,False
SG346,Construction Project Management and Applied Techno,313  ,    ,291,,289,False,False
SG347,Architecture                                      ,403  ,    ,360,,309,False,False
SG348,Interior Architecture and Design                  ,359  ,    ,316,,,False,False
SG349,Electronics and Self Driving Technologies         ,     ,    ,,,,,False
SG350,Robotics and Automation                           ,384  ,    ,,,,,False
SG442,Occupational Safety and Health                    ,307  ,    ,290,,289,False,False
SG443,Human Nutrition                                   ,376  ,    ,356,,357,False,False
SG444,Science Undenominated                             ,358  ,    ,338,,308,False,False
SG445,Pharmaceutical Science with Drug Development      ,357  ,    ,311,,347,False,False
SG447,Health Science and Physical Activity              ,326  ,    ,328,,316,False,False
SG448,Forensic Investigation and Analysis               ,308  ,    ,306,,306,False,False
SG449,Medical Biotechnology                             ,315  ,    ,341,,329,False,False
SG450,Environmental Science with Ecology (Level 8)      ,310  ,    ,300,,,False,False
TL801,Animation  Visual Effects and Motion Design (Level,718 ,    ,281,,281,False,False
TL802,TV  Radio and New Media (Level 8)                 ,322  ,    ,325,,306,False,False
TL810,Computing with Software Development               ,308  ,    ,310,,309,False,False
TL811,Computing with Games Development                  ,322  ,    ,358,,310,False,False
TL815,Computing (Degree Award options)                  ,307  ,    ,308,,308,False,False
TL823,Event Management (3 year programme)               ,293  ,    ,299,,291,False,False
TL831,Business Studies (Major Specialism in: Acctng or M,306  ,    ,306,,307,False,False
TL842,Construction Management                           ,     ,    ,,,,,False
TL844,Agricultural Engineering                          ,301  ,    ,300,,311,False,False
TL845,Civil Engineering                                 ,361  ,    ,325,,300,False,False
TL847,Manufacturing Engineering                         ,305  ,    ,302,,,False,False
TL848,Agricultural Science                              ,307  ,    ,308,,331,False,False
TL851,Wildlife Biology (Degree Award options)           ,309  ,    ,309,,310,False,False
TL855,Pharmaceutical Science (Degree Award options)     ,316  ,    ,317,,342,False,False
TL858,Veterinary Bioscience                             ,317  ,    ,308,,326,False,False
TL871,Health and Leisure (Degree Award options)         ,303  ,    ,300,,303,False,False
TL872,Health and Leisure with Massage                   ,314  ,    ,309,,288,False,False
TL873,Coaching and Sports Performance                   ,308  ,    ,289,,282,False,False
TL874,Inclusive Sport and Physical Activity             ,341  ,    ,,,,,False
TL880,Early Childhood Care and Education                ,309  ,    ,307,,307,False,False
TL881,Social Care                                       ,301  ,    ,308,,308,False,False
TL889,Counselling with Addiction - Mature applicants onl,     ,    ,,,,True,True
TL890,General Nursing and Mature Applicants             ,463  ,    ,440,414,407,False,False
TL891,Mental Health Nursing and Mature Applicants       ,440  ,    419,389,378,367,False,False
WD001,Applied Computing (options)                       ,270  ,    261,260,260,279,False,False
WD002,Science (options)                                 ,279  ,    ,308,,302,False,False
WD005,Health Sciences (options)                         ,271  ,    ,280,,288,False,False
WD006,Exercise Sciences (options)                       ,270  ,    ,280,,282,False,False
WD007,Engineering (options)                             ,270  ,    270,288,288,287,False,False
WD025,Construction Management and Engineering           ,262  ,    ,269,,269,False,False
WD027,Music                                             ,321 ,    ,262,,290,True,True
WD048,Business (options)                                ,279  ,    ,271,,278,False,False
WD084,Accounting                                        ,308  ,    ,308,,307,False,False
WD091,Hospitality Management                            ,225  ,    ,228,,210,False,False
WD116,General Nursing                                   ,446  ,    ,422,,413,False,False
WD117,Psychiatric Nursing                               ,415  ,    ,366,,361,False,False
WD120,Intellectual Disability Nursing                   ,390  ,    ,377,,338,False,False
WD134,International Business                            ,267  ,    ,290,,289,False,False
WD137,Design (Visual Communications)                    ,252  ,    ,271,,253,False,False
WD140,Laws                                              ,280  ,    ,280,,290,False,False
WD144,Architecture                                      ,309  ,    ,284,,283,False,False
WD147,Pharmaceutical Science                            ,288  ,    ,293,,298,False,False
WD150,Criminal Justice Studies                          ,280  ,    ,270,,271,False,False
WD152,Visual Art                                        ,243  ,    ,0,,253,False,False
WD161,Computer Forensics and Security                   ,270  ,    ,255,,262,False,False
WD162,Quantity Surveying                                ,226  ,    ,216,,260,False,False
WD163,Psychology                                        ,456  ,    ,434,,390,False,False
WD186,Sports Coaching and Performance                   ,261  ,    ,270,,276,False,False
WD187,Social Science                                    ,276  ,    ,272,,271,False,False
WD191,Agricultural Science                              ,377  ,    ,377,,378,False,False
WD192,Social Care Practice                              ,271  ,    ,270,,279,False,False
WD193,Marketing and Digital Media                       ,279  ,    ,271,,290,False,False
WD194,Culinary Arts                                     ,237  ,    ,217,,235,False,False
WD195,Architectural and Building Information Modelling T,279  ,    ,279,,266,False,False
WD200,Arts (options)                                    ,201  ,    201,0,0,221,False,False
WD210,Software Systems Development                      ,260  ,    ,279,,271,False,False
WD211,Creative Computing                                ,270  ,    ,271,,275,False,False
WD212,Recreation and Sport Management                   ,262  ,    ,270,,274,False,False
WD230,Mechanical and Manufacturing Engineering          ,230  ,    230,253,,273,False,False
WD231,Early Childhood Care and Education                ,266  ,    ,,,,,False
WD232,Business Information Systems                      ,261  ,    261                                 ,,,,,False
AL600,Software Design,,,0,,,False,False
AL601,Computer Engineering,,,0,219,,False,False
AL602,Mechanical Engineering,,,0,,,False,False
AL604,Civil Engineering,,,0,0,,False,False
AL605,Music and Instrument Technology,,,0,0,,False,False
AL630,Pharmacy Technician,,,295,,,False,False
AL631,Dental Nursing,,,300,298,,False,False
AL632,Applied Science,,,234,,,False,False
AL650,Business,,,207,,,False,False
AL660,Culinary Arts,,,0,0,,False,False
AL661,Bar Supervision,,,0,0,,False,False
AL663,Business (Sport and Recreation),,,0,0,,False,False
AL701,Computer Engineering with Network Infrastructure,,,216,,,False,False
AL702,Software Design with Artificial Intelligence for Cloud Computing,,,214,,,False,False
AL703,Software Design with Virtual Reality and Gaming,,,216,,,False,False
AL704,Computer Engineering,,,204,,,False,False
AL705,Software Design with Mobile Apps and Connected Devices,,,216,,,False,False
AL710,Mechanical Engineering,,,223,,,False,False
AL711,Mechanical Engineering and Renewable Energy,,,228,,,False,False
AL712,Automation and Robotics,,,252,,,False,False
AL713,Engineering (Common Entry to Mechanical/Renewable/Mechatronic Eng),,,218,,,False,False
AL718,Music and Sound Engineering,,,214,,,False,False
AL721,Civil Engineering,,,233,,,False,False
AL730,Biotechnology,,,250,,,False,False
AL731,Veterinary Nursing,,,400,,,False,False
AL734,Pharmaceutical Sciences (Drug Development and Analysis),,,244,,,False,False
AL740,Exercise and Health Science,,,250,,,False,False
AL751,Digital Marketing,,,241,,,False,False
AL752,Business,,,225,,,False,False
AL761,Hotel and Leisure Management,,,208,,,False,False
AL763,Graphic Design (portfolio),,,781,,,True,False
AL764,Early Years Care and Education,,,260,,,False,False
AL765,Applied Social Studies in Social Care,,,280,,,False,False
AL801,Software Design with Virtual Reality and Gaming,,,303,,304,False,False
CI001,Counselling Skills and Psychotherapy Studies,,,300,,,False,False
CI002,Counselling Skills and Addiction Studies,,,309,,,False,False
CI005,Counselling Skills and Youth Studies,,,306,302,,False,False
CR001,Applied Physics and Instrumentation,,,250,,,False,False
CR006,Applied Biosciences,,,361,,,False,False
CR007,Analytical and Pharmaceutical Chemistry,,,240,,,False,False
CR010,Agriculture (Year 1 - 2 days in Clonakilty Agri College & 3 days in CIT),,,321,,,False,False
CR016,Software Development,,,307,,,False,False
CR021,Business (Common Entry),,,255,,,False,False
CR022,Business Administration,,,190,,,False,False
CR031,Social Care Work,,,346,,,False,False
CR032,Recreation and Leisure Management,,,298,,,False,False
CR035,Community Development,,,100,,,False,False
CR041,Tourism Management,,,216,,,False,False
CR042,Hospitality Management,,,208,,,False,False
CR046,Automotive Technology and Management,,,216,,,False,False
CR051,Civil Engineering,,,248,,,False,False
CR052,Construction,,,251,,,False,False
CR053,Interior Architecture,,,308,,,False,False
CR055,Environmental Engineering,,,258,,,False,False
CR061,Electronic Engineering,,,260,,,False,False
CR062,Electrical Engineering,,,300,,,False,False
CR071,Mechanical Engineering,,,261,,,False,False
CR075,Biomedical Engineering,,,306,,,False,False
CR090,Architectural Technology,,,266,,,False,False
CR094,Nautical Science at National Maritime College of Ireland,,,243,,,False,False
CR095,Marine Engineering at National Maritime College of Ireland,,,255,,,False,False
CR126,Popular Music: Drums at CIT Cork School of Music,,,801,,878,True,True
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,,838,768,584,True,True
CR128,Popular Music: Keyboards at CIT Cork School of Music,,,840,,839,True,True
CR129,Popular Music: Voice at CIT Cork School of Music,,,841,,857,True,True
CR300,Physical Sciences (Common Entry),,,282,,,False,False
CR620,Early Childhood Education and Care,,,365,357,,False,False
CR640,Culinary Arts,,,244,,,False,False
CR650,Beverage Industry Management,,,209,,,False,False
CR655,Culinary Studies,,,189,,,False,False
CR657,Hospitality Studies,,,180,163,,False,False
CR805,Marine Electrotechnology at National Maritime College of Ireland,,,235,,,False,False
CR888,Information Technology,,,290,,,False,False
CT110,Computing in Information Technology,,,210,,,False,False
CT116,Information Technology,,,219,,,False,False
CW006,Business,,,0,0,,False,False
CW027,Sustainable Farm Management and Agribusiness,,,266,,,False,False
CW037,Business (options),,,195,,,True,False
CW047,Visual Communications and Design,,,214,181,,False,False
CW057,Art (portfolio),,,700,,,True,False
CW077,Tourism and Event Management,,,217,,,False,False
CW106,Physiology and Health Science,,,451,,,False,False
CW107,Analytical Science,,,277,,,False,False
CW116,Pharmacy Technician Studies,,,250,,,False,False
CW117,Biosciences,,,205,,,False,False
CW126,Science - Applied Biology or Applied Chemistry,,,191,,,False,False
CW206,Computing - Applications or Programming,,,235,,,False,False
CW207,Software Development,,,244,,,False,False
CW217,Information Technology Management,,,234,,,False,False
CW227,Cybercrime and IT Security,,,233,,,False,False
CW237,Computing in Interactive Digital Art and Design,,,212,,,False,False
CW407,Architectural Technology,,,188,,,False,False
CW417,Construction Management with Building Services,,,220,,,False,False
CW427,Civil Engineering,,,199,,,False,False
CW507,Aircraft Systems,,,293,,,False,False
CW517,Mechanical Engineering,,,276,,,False,False
CW527,Electronic Engineering,,,227,,,False,False
CW547,TV and Media Production,,,301,,,False,False
CW706,Legal Studies,,,163,,,False,False
CW707,Industrial Design,,,207,,,True,False
CW717,Professional Social Care Practice,,,288,,,True,False
CW807,Sport Coaching and Business Management - GAA (portfolio),,,700,,,True,False
CW817,Sport Coaching and Business Management - Rugby (portfolio),,,700,,,True,False
CW827,Sport Coaching and Business Management - Soccer (portfolio),,,700,,,True,False
CW837,Digital Marketing with Analytics,,,200,,,False,False
CW906,Business,,,177,,,False,False
CW917,Business (options),,,224,,,False,False
CW926,Business with Law,,,210,,,False,False
CW936,Accounting,,,231,,,False,False
DB516,Financial Services,,,,,328,False,False
DB528,Applied Social Care,,,0,0,,False,False
DB534,Sound Engineering and Music Production,,,0,0,,False,False
DB563,Arts,,,161,189,,False,False
DB571,Business Studies,,,173,211,,False,False
DB572,Business in Accounting,,,119,117,,False,False
DB573,Business in Marketing,,,117,146,,False,False
DB574,Business in Information Technology,,,136,388,,False,False
DB576,Film and Creative Media,,,0,0,,False,False
DC201,Common Entry into Science (Undenominated Entry),,,498,488,454,False,False
DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",,,430,,,False,False
DK710,Business and Management,,,120,120,,False,False
DK711,Business and Technology,,,191,,,False,False
DK712,Digital Marketing and Public Relations,,,100,100,,False,False
DK721,Computing,,,106,106,,False,False
DK722,Augmented and Virtual Reality,,,144,144,,False,False
DK730,Building Surveying,,,165,,,False,False
DK731,Architectural Technology,,,332,,,False,False
DK732,Construction Management,,,120,,,False,False
DK740,Engineering - Electrical and Electronic Systems,,,179,179,,False,False
DK742,Engineering - Mechanical Engineering,,,166,166,,False,False
DK744,Engineering - Civil Engineering,,,190,157,,False,False
DK750,Hospitality Management,,,176,176,,False,False
DK752,Event Management,,,175,175,,False,False
DK753,Culinary Arts,,,182,182,,False,False
DK763,"Sport, Exercise and Enterprise",,,233,,,False,False
DK767,Community Youth Work (interview),,,240,240,,True,False
DK768,Audio and Music Production,,,261,,,False,False
DK769,Creative Media,,,165,165,,False,False
DK770,Theatre & Film Practice,,,190,190,,False,False
DK771,Musical Theatre (audition),,,,,,True,False
DK781,Science - Bioscience,,,358,328,,False,False
DK783,Science - Pharmaceutical Science,,,349,317,,False,False
DK784,Veterinary Nursing,,,399,,,False,False
DK860,Music (audition),,,532,532,499,True,True
DL701,Business - Applied Entrepreneurship,,,0,0,,False,False
DL821,"English, Media and Cultural Studies",,,212,212,211,False,False
DL828,"3D Design, Modelmaking and Digital Art",,,506,,691,True,True
DL829,Design for Stage and Screen (Costume Design),,,593,,817,True,True
DL830,Design for Stage and Screen (Character Makeup Design),,,939,,879,True,True
DL831,Design for Stage and Screen (Production Design),,,781,,893,True,True
DL834,Film and Television Production,,,990,,933,True,True
DN252,Dairy Business,,,410,,398,False,False
DN253,Agri - Environmental Sciences,,,418,,403,False,False
DN271,Forestry,,,311,,303,False,False
DN272,"Horticulture, Landscape and Sportsturf Management",,,297,282,252,False,False
DS602,Computing and Multimedia (Level 6 - Higher Certificate),,,,,,False,False
DS603,Computing and Multimedia (Level 6 - Certificate),,,,,,False,False
DS701,Business,,,,,,False,False
DS702,Computing and Multimedia (Level 7),,,,,,False,False
GA160,Business,,,163,163,,False,False
GA170,Business,,,250,,,False,False
GA171,Business Information Systems,,,250,,,False,False
GA172,Rural Enterprise and Agri-Business,,,277,,,False,False
GA174,Marketing and Sales,,,281,,,False,False
GA175,Finance,,,278,,,False,False
GA176,Business with Entrepreneurship,,,278,,,False,False
GA272,Heritage Studies,,,188,188,,False,False
GA273,Contemporary Art,,,702,,,True,False
GA274,Design,,,251,,,False,False
GA360,Business in Tourism,,,172,172,,False,False
GA361,Culinary Arts,,,193,,,False,False
GA362,Hotel and Hospitality Operations,,,240,228,,False,False
GA364,Heritage Studies,,,252,252,,False,False
GA370,Hotel and Catering Management,,,198,,,False,False
GA376,Event Management with Public Relations,,,206,187,,False,False
GA377,International Tourism Management,,,172,,,False,False
GA378,Culinary and Gastronomic Science,,,219,,,False,False
GA470,Construction Management,,,244,243,,False,False
GA471,Quantity Surveying and Construction Economics,,,200,,,False,False
GA472,Architectural Technology,,,226,,,False,False
GA473,Civil Engineering,,,241,,,False,False
GA570,Software and Electronic Engineering,,,224,,,False,False
GA670,Mechanical Engineering,,,265,,,False,False
GA673,Energy Engineering,,,260,,,False,False
GA674,Biomedical Engineering,,,298,,,False,False
GA675,Agricultural Engineering,,,298,,,False,False
GA676,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),,,290,,,False,False
GA677,Manufacturing Engineering Design,,,235,,,False,False
GA770,Applied Freshwater and Marine Biology,,,280,,,False,False
GA771,Applied Biology and Biopharmaceutical Science,,,280,,,False,False
GA772,Chemical and Pharmaceutical Science,,,280,,,False,False
GA773,Physics and Instrumentation,,,299,,,False,False
GA774,Science (Undenominated),,,289,,,False,False
GA775,Computing in Software Development,,,260,,,False,False
GA776,Computing and Digital Media,,,241,,,False,False
GA777,Agriculture and Environmental Management,,,281,,,False,False
GA862,History & Geography,,,178,,,False,False
GA864,Early Childhood Education and Care,,,214,204,,False,False
GA870,Outdoor Education and Leisure,,,182,171,,False,False
GA871,Early Childhood Education and Care,,,190,,,False,False
GA872,Culture and Environment,,,196,,,False,False
GA879,Applied Social Care,,,244,,,False,False
GA974,"Furniture Design, Making and Technology - Common Entry",,,214,,,False,False
GB001,Business,,,,,,False,False
GC250,Communications and Media Production,,,,,,False,False
GC305,International Hospitality Management,,,253,253,327,False,False
GC306,International Hospitality Management,,,253,253,,False,False
GC335,Computing,,,217,195,,False,False
GC410,Marketing,,,145,,,False,False
GC411,Business,,,135,135,,False,False
GC435,Computing,,,0,0,,False,False
GC460,Music Production for Games (portfolio),,,,,,True,False
GC465,Communications,,,0,,,False,False
GC466,Film and TV Production,,,0,0,,False,False
GC470,Photographic Media,,,169,169,,False,False
GC475,Photography,,,150,150,,False,False
GC490,Interior Design,,,117,117,,False,False
GC495,Fashion,,,129,129,,False,False
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,409,,330,False,False
GY112,Arts with Film Studies,,,321,,338,False,False
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,350,,309,False,False
GY121,Arts (Children`s Studies),,,356,,356,False,False
GY124,Arts (Arts with Data Science),,,454,,434,False,False
GY126,Arts (English and Media Studies),,,391,,418,False,False
GY131,Arts (History and Globalisation Studies),,,360,,340,False,False
LC221,Accounting and Finance,,,241,,,False,False
LC222,Marketing and Management,,,270,,,False,False
LC228,Sports Development and Coaching,,,205,,,False,False
LC230,Business with Computing,,,217,,,False,False
LC235,Internet Systems Development,,,205,,,False,False
LC251,Civil Engineering,,,206,,,False,False
LC257,Interior Design,,,264,,,False,False
LC260,Applied Biology,,,326,,,False,False
LC267,Forensic and Pharmaceutical Sciences,,,329,,,False,False
LC268,Medical Technology,,,289,,,False,False
LC270,Music Technology and Production,,,307,,,False,False
LC271,Electrical Engineering,,,261,,,False,False
LC276,Creative Broadcast and Film Production,,,297,,,False,False
LC277,Industrial Automation and Robotic Systems,,,232,,,False,False
LC278,Renewable and Electrical Energy Engineering,,,280,,,False,False
LC279,Electronic Engineering,,,214,,,False,False
LC281,Automobile Technology,,,208,,,False,False
LC283,Precision Engineering,,,227,,,False,False
LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",,,200,,,False,False
LC285,Mechanical Engineering,,,272,,,False,False
LC286,Road Transport Technology and Management,,,264,,,False,False
LC290,Community Sport Development,,,188,,,False,False
LC336,Computing,,,207,,,False,False
LC398,Culinary Arts,,,163,,,False,False
LC399,Hospitality Supervision,,,148,,,False,False
LC401,Early Childhood Education and Care,,,297,,298,False,False
LC414,Data Analytics and Cyber Security,,,236,,,False,False
LC415,Business,,,197,,,False,False
LC423,Sports Strength and Conditioning,,,157,,,False,False
LC425,Environmental Science,,,278,,,False,False
LC428,Environmental Science and Agriculture,,,278,,,False,False
LC432,Early Childhood Education and Care,,,144,,,False,False
LC434,Environmental Science and Agriculture,,,297,,278,False,False
LC504,Creative Media and Design,,,192,,,False,False
LC602,Social Care Work,,,260,,,False,False
LC603,Early Childhood Education and Care,,,147,,,False,False
LC605,Business,,,195,,,False,False
LC613,Early Childhood Education and Care,,,242,,346,False,False
LM180,Equine Science,,,337,,,False,False
LY107,Business - Common Entry,,,161,161,,False,False
LY206,Sports Studies,,,149,148,,False,False
LY207,Law with Criminal Justice,,,160,160,,False,False
LY317,Culinary Arts,,,229,224,,False,False
LY327,Hospitality And Tourism - Common Entry,,,170,170,,False,False
LY427,Digital Film and Video,,,172,170,,False,False
LY437,Animation,,,198,223,,True,False
LY447,Fashion with Promotion,,,266,279,,True,False
LY457,Graphic and Digital Design,,,179,204,,True,False
LY507,Quantity Surveying,,,181,181,,False,False
LY527,Civil Engineering,,,165,163,,False,False
LY607,Electronic Engineering,,,160,,,False,False
LY617,Mechanical Engineering,,,180,180,,False,False
LY707,Computer Games Development,,,204,,,False,False
LY717,Computing,,,164,160,,False,False
LY737,Computer Security and Digital Forensics,,,169,169,,False,False
LY806,Pharmacy Technician,,,232,,,False,False
LY816,Dental Nursing,,,233,223,,False,False
LY817,Bioscience,,,248,,,False,False
LY826,Health Science with Physiotherapy Studies,,,456,401,,False,False
LY836,Health Science with Occupational Therapy Studies,,,473,408,,False,False
LY837,Food Science and Nutrition,,,194,194,,False,False
LY846,Health Science with Dietetics Studies,,,316,316,,False,False
LY847,Veterinary Nursing,,,367,367,,False,False
LY867,Pharmaceutical & Medicinal Science,,,163,163,,False,False
LY877,Agriculture,,,202,181,,False,False
LY906,"Early Childhood Care, Health and Education",,,205,161,,False,False
LY916,Health and Social Care,,,181,,,False,False
MH405,Equine Business,,,357,,357,False,False
NC102,Computing,,,220,,,False,False
NC103,Business,,,250,,,False,False
NC104,Business Computing,,,243,,,False,False
NM701,Montessori Education,,,187,,,False,False
PC402,Arts and Humanities,,,200,121,,False,False
PC404,Applied Social Studies - Professional Social Care,,,217,197,,False,False
SG101,Business,,,160,160,,False,False
SG102,Computing (Level 6 - General Entry),,,254,,,False,False
SG131,Computing - Games Development,,,280,,,False,False
SG134,Applied Sport with Business,,,215,,,False,False
SG135,Business in Tourism with Event Management,,,187,,,False,False
SG136,Computing - Software Development,,,272,,,False,False
SG137,Computing (Computer Networks and Cloud Infrastructure),,,324,,,False,False
SG138,Computing (Level 7 - General Entry),,,260,,,False,False
SG142,Business in International Marketing and Languages (French),,,279,,270,False,False
SG144,Business in International Marketing and Languages (Spanish),,,270,,280,False,False
SG231,Fine Art,,,449,449,,True,False
SG232,Creative Design,,,273,,,False,False
SG235,Performing Arts (Theatre Design),,,319,,,False,False
SG236,Performing Arts (Acting),,,235,,,False,False
SG250,Application Design and User Experience,,,412,,290,False,False
SG251,Computing (Smart Technologies),,,327,,303,False,False
SG300,Engineering (General Entry),,,209,,,False,False
SG302,Construction Economics,,,184,,,False,False
SG308,Applied Construction Technology,,,171,,,False,False
SG330,Engineering (General Entry),,,243,,,False,False
SG331,Interior Architecture and Design,,,236,,,False,False
SG332,Advanced Wood and Sustainable Building Technology,,,208,,,False,False
SG333,Mechanical Engineering,,,216,,,False,False
SG334,Mechatronic Engineering,,,290,,,False,False
SG336,Precision Engineering and Design,,,309,,,False,False
SG338,Civil Engineering,,,245,,,False,False
SG339,Quantity Surveying,,,195,,,False,False
SG401,Science,,,209,209,,False,False
SG404,Environmental Science with Ecology (Level 6),,,264,264,,False,False
SG406,Health and Exercise Science,,,367,,,False,False
SG431,Pharmaceutical Science with Drug Development,,,269,,,False,False
SG433,Occupational Safety and Health,,,223,,,False,False
SG434,Human Nutrition,,,280,,,False,False
SG435,Health Science and Physiology,,,289,,,False,False
SG436,Biomedical Science,,,262,,,False,False
SG437,Forensic Investigation and Analysis,,,243,,,False,False
SG439,Environmental Science with Ecology (Level 7),,,254,,,False,False
SG530,Health and Medical Information Science (Online),,,285,285,,False,False
SG535,Business Administration,,,228,,,False,False
SG536,Business,,,223,,,False,False
SG537,Marketing and Sales,,,234,,,False,False
TL620,Culinary Arts,,,189,189,,False,False
TL651,Science (Biological and Environmental Studies),,,223,223,,False,False
TL652,Pharmacy Technician,,,260,,,False,False
TL701,"Animation, Visual Effects and Motion Design (Level 7)",,,228,,,False,False
TL702,"TV, Radio and New Media (Level 7)",,,243,,,False,False
TL710,Computing with Software Development,,,232,,,False,False
TL711,Computing with Games Development,,,224,,,False,False
TL715,Computing (Degree Award options),,,251,,,False,False
TL716,Computer Systems and Networking,,,269,,,False,False
TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),,,219,,,False,False
TL743,Agricultural Mechanisation,,,,,,False,False
TL744,Agricultural Engineering,,,243,,,False,False
TL745,Civil and Environmental Engineering,,,261,261,,False,False
TL747,Engineering in Mechanical and Manufacturing Engineering,,,200,,,False,False
TL748,Agricultural Science,,,249,,,False,False
TL755,Pharmaceutical Science (Degree Award options),,,261,,,False,False
TL758,Animal Bioscience,,,251,,,False,False
TL771,Health and Leisure (Degree Award Options),,,208,,,False,False
TL772,Health and Leisure with Massage,,,218,,,False,False
TL773,Coaching and Sports Performance,,,106,106,,False,False
TL780,Early Childhood Care and Education,,,234,,,False,False
TL781,Social Care,,,225,,,False,False
TR012,History and Political Science,,,555,554,532,False,False
TR017,Law and Business,,,602,,576,False,False
TR020,Law and Political Science,,,602,,567,False,False
TR029,Political Science and Geography,,,526,520,477,False,False
TR082,Computer Science and Business,,,555,,510,False,False
TR083,Sociology and Social Policy,,,498,487,451,False,False
TR111,Ancient History and Archaeology/Geography,,,352,,,False,False
TR112,Ancient History and Archaeology/History,,,529,,,False,False
TR113,Ancient History and Archaeology/History of Art and Architecture,,,337,,,False,False
TR114,Ancient History and Archaeology/Modern Language,,,337,,,False,False
TR117,Ancient History and Archaeology/Religion,,,342,,,False,False
TR166,Classical Civilisation/English Literature,,,498,496,,False,False
TR173,Classical Civilisation/History of Art and Architecture,,,335,,,False,False
TR177,Classical Civilisation/Modern Language,,,335,,,False,False
TR179,Classical Civilisation/Philosophy,,,499,,,False,False
TR198,Economics/Geography,,,534,,,False,False
TR202,Economics/History,,,534,,,False,False
TR207,Economics/Mathematics,,,566,,,False,False
TR208,Economics/Modern Language,,,534,,,False,False
TR209,Economics/Philosophy,,,534,,,False,False
TR212,Economics/Sociology,,,534,,,False,False
TR228,Classical Languages/English Literature,,,498,,,False,False
